id,autoSubmitted,autoSubmittedLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,inferredRoles,inferredRolesLastChangedAt,playerID,playerIDLastChangedAt,roleSubmittedAt,roleSubmittedAtLastChangedAt,roundID,roundIDLastChangedAt,selectedRole,selectedRoleLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KK16B4MC69Q54EXBGBS64PE8,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:02.508932626Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:02.508932626Z,"{""0"":0,""1"":0}",2026-03-06T09:06:17.154078904Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:06:02.508932626Z,1772787976909,2026-03-06T09:06:17.161875318Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:06:02.508932626Z,1,2026-03-06T09:06:17.152437316Z,01KK16B4J6RKEDZPCGKH8TX7BH,2026-03-06T09:06:02.508932626Z,true,2026-03-06T09:06:17.156658207Z
01KK16E9EMKPVD9G9K6TEPQDFZ,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:07:45.748800567Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:07:45.748800567Z,"{""0"":0,""2"":0}",2026-03-06T09:08:16.039789407Z,01KK14Z0RVMECWC1MW63EJGMSS,2026-03-06T09:07:45.748800567Z,1772788095959,2026-03-06T09:08:16.035792749Z,01KK16DV06Q1FP9X4NX7Y9QX7G,2026-03-06T09:07:45.748800567Z,1,2026-03-06T09:08:16.033972321Z,01KK16E9D7EHED0YM7M2N554S7,2026-03-06T09:07:45.748800567Z,true,2026-03-06T09:08:16.037866187Z
01KK16FZNFRMFVF027GT8SB1H9,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:08:41.263927815Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:08:41.263927815Z,{},2026-03-06T09:08:51.358427831Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:08:41.263927815Z,1772788130845,2026-03-06T09:08:51.348195489Z,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:08:41.263927815Z,0,2026-03-06T09:08:51.346683527Z,01KK16FZEJZ1N9PJVDMVQRG6PZ,2026-03-06T09:08:41.263927815Z,true,2026-03-06T09:08:51.355418129Z
01KK1786ZJSK1PXZK6CYS6CQ1M,true,2026-03-06T09:22:28.53662798Z,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:21:55.186241301Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:21:55.186241301Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:21:55.186241301Z,1772788948531,2026-03-06T09:22:28.53662798Z,01KK176V19TJ7SKV9075C25VP0,2026-03-06T09:21:55.186241301Z,1,2026-03-06T09:22:28.53662798Z,01KK1786X3WWRFWVZMGH562YYE,2026-03-06T09:21:55.186241301Z,true,2026-03-06T09:22:28.53662798Z
01KK16N2389F2AJXV55AYF7DV2,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:11:27.592859466Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:11:27.592859466Z,,,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:11:27.592859466Z,,,01KK16KDXVD5EHP62DRTZ8HY4M,2026-03-06T09:11:27.592859466Z,,,01KK16N225WBM6DKWCC71TM93E,2026-03-06T09:11:27.592859466Z,true,2026-03-06T09:11:51.462322002Z
01KK16R9T1HTFQY3M1MDMNXXNZ,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:13:13.794014423Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:13:13.794014423Z,,,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:13:13.794014423Z,,,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:13:13.794014423Z,,,01KK16R9RBVW0MFDVS78C1JM96,2026-03-06T09:13:13.794014423Z,true,2026-03-06T09:13:23.482993277Z
01KK172AEKCRB62AP9VZ22P0S0,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:42.131868126Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:42.131868126Z,"{""1"":2,""2"":2}",2026-03-06T09:18:55.543840316Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:18:42.131868126Z,1772788735008,2026-03-06T09:18:55.537014064Z,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:42.131868126Z,0,2026-03-06T09:18:55.532888117Z,01KK172ACGSYA95KTF3SGBDR64,2026-03-06T09:18:42.131868126Z,true,2026-03-06T09:18:55.539200467Z
01KK172XBQ8BWZ75JW47PVY5FH,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:19:01.495390724Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:19:01.495390724Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:19:01.495390724Z,,,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:19:01.495390724Z,,,01KK172X9PJBJ2SBQ3GYB00BJN,2026-03-06T09:19:01.495390724Z,true,2026-03-06T09:19:02.893617835Z
01KK1861F4RTND37F6Y6QPFT4G,true,2026-03-06T09:38:12.623939897Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:12.58065503Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:12.58065503Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:38:12.58065503Z,1772789892694,2026-03-06T09:38:12.696993222Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:38:12.58065503Z,2,2026-03-06T09:38:12.623939897Z,01KK1861D45N66WHRGZ3Y4BT30,2026-03-06T09:38:12.58065503Z,true,2026-03-06T09:38:12.623939897Z
01KK189BTSNWSXZV489Q3NYMHQ,true,2026-03-06T09:40:01.542753265Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:01.497491853Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:01.497491853Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:40:01.497491853Z,1772790001668,2026-03-06T09:40:01.671759101Z,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:40:01.497491853Z,0,2026-03-06T09:40:01.542753265Z,01KK189BS1SE7ZEGMWZRYYWZ87,2026-03-06T09:40:01.497491853Z,true,2026-03-06T09:40:01.542753265Z
01KK15ZANJ4RMJ2C5JBPH14WJ5,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:35.474150906Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:35.474150906Z,{},2026-03-06T08:59:38.753920402Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T08:59:35.474150906Z,1772787578039,2026-03-06T08:59:38.753505431Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T08:59:35.474150906Z,1,2026-03-06T08:59:38.756543614Z,01KK15ZAD95BPE86CV13PKVYWP,2026-03-06T08:59:35.474150906Z,true,2026-03-06T08:59:38.754464499Z
01KK15ZWCYGW2Z3Q5M5DPH3KC4,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:53.630983164Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:53.630983164Z,"{""0"":1,""2"":0}",2026-03-06T09:00:15.464919684Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T08:59:53.630983164Z,1772787615103,2026-03-06T09:00:15.465789663Z,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T08:59:53.630983164Z,2,2026-03-06T09:00:15.464247989Z,01KK15ZWB2DTKH4PMCWZ70ZB54,2026-03-06T08:59:53.630983164Z,true,2026-03-06T09:00:15.466626674Z
01KK1672EV4JVA9AP693WXDZ2B,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:03:49.211738563Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:03:49.211738563Z,"{""0"":0,""2"":2}",2026-03-06T09:04:05.083226707Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:03:49.211738563Z,1772787844725,2026-03-06T09:04:05.079385416Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:03:49.211738563Z,2,2026-03-06T09:04:05.080973164Z,01KK1672D2AC52XRDJPHP0VF1T,2026-03-06T09:03:49.211738563Z,true,2026-03-06T09:04:05.085181083Z
01KK169MBDXQD9036SNHG9VZDV,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:05:13.069201533Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:05:13.069201533Z,{},2026-03-06T09:05:19.277273803Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T09:05:13.069201533Z,1772787919098,2026-03-06T09:05:19.274349356Z,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:05:13.069201533Z,1,2026-03-06T09:05:19.272114234Z,01KK169M2KMV2RT8XJVGX2GK4C,2026-03-06T09:05:13.069201533Z,true,2026-03-06T09:05:19.275829072Z
01KK16SZ2YRYB53E2BTE6XNKSB,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:14:08.350497716Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:14:08.350497716Z,"{""1"":0,""2"":0}",2026-03-06T09:14:27.259081826Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:14:08.350497716Z,1772788465751,2026-03-06T09:14:27.257422616Z,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:14:08.350497716Z,2,2026-03-06T09:14:27.210045166Z,01KK16SZ1H0BP0BG19VQFWM06F,2026-03-06T09:14:08.350497716Z,true,2026-03-06T09:14:27.213836602Z
01KK17KY5PH420HET7D82HZMMP,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:28:19.382188773Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:28:19.382188773Z,"{""0"":1,""2"":0}",2026-03-06T09:28:34.492722354Z,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:28:19.382188773Z,1772789314001,2026-03-06T09:28:34.487804639Z,01KK17JWA29ENEP6QVB7NYGZT6,2026-03-06T09:28:19.382188773Z,1,2026-03-06T09:28:34.485727797Z,01KK17KY3M1FQD850D5K0JWCPN,2026-03-06T09:28:19.382188773Z,true,2026-03-06T09:28:34.497243273Z
01KK1863A9YXK8QNVQYD9S9E0F,true,2026-03-06T09:38:14.508977313Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:14.473179532Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:14.473179532Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:38:14.473179532Z,1772789894505,2026-03-06T09:38:14.508977313Z,01KK1863181MX44SCZPENR8122,2026-03-06T09:38:14.473179532Z,2,2026-03-06T09:38:14.508977313Z,01KK18631RM7B45VPTJ7E3BYZ4,2026-03-06T09:38:14.473179532Z,true,2026-03-06T09:38:14.508977313Z
01KK189BV24VRXQ1NAVGGPPPTK,true,2026-03-06T09:40:01.542753265Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:01.506999864Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:01.506999864Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:40:01.506999864Z,1772790001668,2026-03-06T09:40:01.671759101Z,01KK1889XRBYCZT4KAXAE7T2HH,2026-03-06T09:40:01.506999864Z,0,2026-03-06T09:40:01.542753265Z,01KK189BS1SE7ZEGMWZRYYWZ87,2026-03-06T09:40:01.506999864Z,true,2026-03-06T09:40:01.542753265Z
01KK163CTJNVC17BQZQP76EF42,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:01:48.754146311Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:01:48.754146311Z,,,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:01:48.754146311Z,,,01KK15ZACCMVS9G9GWWF4PMQW6,2026-03-06T09:01:48.754146311Z,,,01KK163CSC2758MYKXBMN35G6Z,2026-03-06T09:01:48.754146311Z,true,2026-03-06T09:01:57.232685847Z
01KK16G0T5ZQ0Y7VWT9WHFVVFN,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:08:42.437641156Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:08:42.437641156Z,"{""1"":1,""2"":1}",2026-03-06T09:08:59.227315365Z,01KK14VZHF7ANFGF38NNJCNQ5J,2026-03-06T09:08:42.437641156Z,1772788138516,2026-03-06T09:08:59.228428711Z,01KK16FJ2J2CMXZNNK2B4Z6QHC,2026-03-06T09:08:42.437641156Z,0,2026-03-06T09:08:59.226129678Z,01KK16G0RTYSSZTZZVPVAGRMHG,2026-03-06T09:08:42.437641156Z,true,2026-03-06T09:08:59.231126389Z
01KK16HXHWZSPVFN7QRN0V7YZC,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:09:44.636389889Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:09:44.636389889Z,{},2026-03-06T09:09:58.727762975Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:09:44.636389889Z,1772788198468,2026-03-06T09:09:58.732081081Z,01KK16HX8P0SW37R418W4C8CGS,2026-03-06T09:09:44.636389889Z,0,2026-03-06T09:09:58.720994972Z,01KK16HX9P2YY9XXTDR67FHFQH,2026-03-06T09:09:44.636389889Z,true,2026-03-06T09:09:58.739686524Z
01KK17FM2JBSZN2MM33YYJ0X4X,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:25:57.970985899Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:25:57.970985899Z,"{""1"":0,""2"":0}",2026-03-06T09:26:21.496770686Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:25:57.970985899Z,1772789180983,2026-03-06T09:26:21.504984226Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:25:57.970985899Z,2,2026-03-06T09:26:21.474138765Z,01KK17FM173C7K6JR665FRP4TH,2026-03-06T09:25:57.970985899Z,true,2026-03-06T09:26:21.501964854Z
01KK17GX9BKSZ9HBWGH1NHYTAW,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:26:40.171117852Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:26:40.171117852Z,"{""1"":2,""2"":1}",2026-03-06T09:27:19.528051686Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:26:40.171117852Z,1772789238545,2026-03-06T09:27:19.523835056Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:26:40.171117852Z,0,2026-03-06T09:27:19.519072642Z,01KK17GX79NPE8BPZQFQ1DVJEZ,2026-03-06T09:26:40.171117852Z,true,2026-03-06T09:27:19.530009471Z
01KK1861EX6MQ4Y8YDGK0YFQN0,true,2026-03-06T09:38:12.623939897Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:38:12.573578491Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:38:12.573578491Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:38:12.573578491Z,1772789892693,2026-03-06T09:38:12.696993222Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:38:12.573578491Z,2,2026-03-06T09:38:12.623939897Z,01KK1861D45N66WHRGZ3Y4BT30,2026-03-06T09:38:12.573578491Z,true,2026-03-06T09:38:12.623939897Z
01KK16XQA17DD9ZT07EHXM03P9,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:16:11.457197707Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:16:11.457197707Z,,,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:16:11.457197707Z,,,01KK16S0DEE1KZJ24YR40AY0G8,2026-03-06T09:16:11.457197707Z,,,01KK16XQ893KN7ARMBW9JG4GX2,2026-03-06T09:16:11.457197707Z,true,2026-03-06T09:16:23.367676979Z
01KK189HNPBM0RAADQ8HFP25CH,true,2026-03-06T09:40:07.511783392Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:07.478478465Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:07.478478465Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:40:07.478478465Z,1772790007508,2026-03-06T09:40:07.511783392Z,01KK189H5CAY574PYHYMV8VTNE,2026-03-06T09:40:07.478478465Z,1,2026-03-06T09:40:07.511783392Z,01KK189H69P55V2KXQ5SR369CK,2026-03-06T09:40:07.478478465Z,true,2026-03-06T09:40:07.511783392Z
01KK189Q5ZRR219JMQQ47QQ0R6,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:13.11919804Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:13.11919804Z,"{""0"":2,""2"":2}",2026-03-06T09:40:33.015934008Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:40:13.11919804Z,1772790032527,2026-03-06T09:40:33.000235116Z,01KK189H5CAY574PYHYMV8VTNE,2026-03-06T09:40:13.11919804Z,0,2026-03-06T09:40:33.011280918Z,01KK189Q4AGXFAD079D14JXZST,2026-03-06T09:40:13.11919804Z,true,2026-03-06T09:40:33.013691756Z
01KK18BFNWV4QMSD6Z4KDV0XWY,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:41:10.972405Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:41:10.972405Z,,,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:41:10.972405Z,,,01KK18AH4922JFJNXYD0XH8Z18,2026-03-06T09:41:10.972405Z,,,01KK18BFM1K5ZR8N5F3XWA67C4,2026-03-06T09:41:10.972405Z,true,2026-03-06T09:41:15.573643713Z
01KK15YTYD87SM223XTFA42E0B,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:59:19.373078138Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:59:19.373078138Z,,,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T08:59:19.373078138Z,,,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:59:19.373078138Z,,,01KK15YTX2D61HS0A9BMCW3STW,2026-03-06T08:59:19.373078138Z,true,2026-03-06T08:59:28.195822236Z
01KK16C4E1KDXND05KVXJACMH0,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:06:35.073710003Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:06:35.073710003Z,,,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:06:35.073710003Z,,,01KK169M1NNDT7N9NMC20V24K4,2026-03-06T09:06:35.073710003Z,,,01KK16C4CKECCQXZ249N47A623,2026-03-06T09:06:35.073710003Z,true,2026-03-06T09:06:39.532121215Z
01KK16R9TAX0F8P4FP7CXGR5JW,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:13:13.802567006Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:13:13.802567006Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:13:13.802567006Z,,,01KK16FZD1TXP2Q3TSAS2S2PJG,2026-03-06T09:13:13.802567006Z,,,01KK16R9RBVW0MFDVS78C1JM96,2026-03-06T09:13:13.802567006Z,true,2026-03-06T09:13:32.432316589Z
01KK17DAWGCQ9G6J7XZWG1Z48N,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:24:43.02405708Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:24:43.02405708Z,,,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:24:43.02405708Z,,,01KK17B313DF06CWW2BWNN8JQH,2026-03-06T09:24:43.02405708Z,,,01KK17DAV4FD1DNEHY1HGPFNMF,2026-03-06T09:24:43.02405708Z,true,2026-03-06T09:25:46.07273417Z
01KK17R04RNGN0SC4NE0AFQZ13,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:30:32.472641665Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:30:32.472641665Z,"{""1"":1,""2"":0}",2026-03-06T09:30:49.795740279Z,01KK154JWJFWXC0WVJEYB8KK83,2026-03-06T09:30:32.472641665Z,1772789449257,2026-03-06T09:30:49.771639515Z,01KK17PT3QW6EARXJZD6Y1ENYT,2026-03-06T09:30:32.472641665Z,0,2026-03-06T09:30:49.75371828Z,01KK17R03H2AM2W7S0FQR8AA0D,2026-03-06T09:30:32.472641665Z,true,2026-03-06T09:30:49.819565515Z
01KK184RTBQA974P8SSXDCHT16,true,2026-03-06T09:37:30.993233456Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:37:30.956566001Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:37:30.956566001Z,,,01KK1541ATE0SZ921D4RW5PNQ6,2026-03-06T09:37:30.956566001Z,1772789850988,2026-03-06T09:37:30.993233456Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:37:30.956566001Z,2,2026-03-06T09:37:30.993233456Z,01KK184RDFRS5PYD8F8Q5C49R6,2026-03-06T09:37:30.956566001Z,true,2026-03-06T09:37:30.993233456Z
01KK170SENQPHPS43AC2WASVZV,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:17:51.957365821Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:17:51.957365821Z,,,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:17:51.957365821Z,,,01KK16XXK4T3Z2ZJ0JBVS4Z11D,2026-03-06T09:17:51.957365821Z,,,01KK170SC8K74NSECGJ010SAF6,2026-03-06T09:17:51.957365821Z,true,2026-03-06T09:17:54.959758504Z
01KK17GB7371RZY2306M4ZN1S9,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:26:21.667528064Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:26:21.667528064Z,"{""0"":2,""1"":0}",2026-03-06T09:26:40.030892271Z,01KK15D81NJ35HBJ07N6ACFCPZ,2026-03-06T09:26:21.667528064Z,1772789198614,2026-03-06T09:26:40.024042286Z,01KK17F8G1NYHA1KG0AH51R81S,2026-03-06T09:26:21.667528064Z,0,2026-03-06T09:26:40.004213176Z,01KK17GB4V4CVZJW0DNVCC7XRD,2026-03-06T09:26:21.667528064Z,true,2026-03-06T09:26:40.038789947Z
01KK15RZD4NTZ7AQSXQCBFR12H,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T08:56:07.332099812Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T08:56:07.332099812Z,{},2026-03-06T08:56:15.440435864Z,01KK151EAZ3RYJENNDVWS0NTPD,2026-03-06T08:56:07.332099812Z,1772787375250,2026-03-06T08:56:15.437729776Z,01KK15RZ4SCDPZ7R03MA43R9HZ,2026-03-06T08:56:07.332099812Z,1,2026-03-06T08:56:15.436938037Z,01KK15RZ5C2FH09S400MWH1C99,2026-03-06T08:56:07.332099812Z,true,2026-03-06T08:56:15.439950698Z
01KK162F5CHGN00F02NX0EV5R0,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:01:18.380767235Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:01:18.380767235Z,"{""0"":0,""1"":1}",2026-03-06T09:01:46.400686642Z,01KK156D2KMM2MHNDEQKNRSXGT,2026-03-06T09:01:18.380767235Z,1772787706591,2026-03-06T09:01:46.40117667Z,01KK16053FR0X122XFMFNA1F6V,2026-03-06T09:01:18.380767235Z,2,2026-03-06T09:01:46.398025169Z,01KK162F3V59CT30AYGNX2J93D,2026-03-06T09:01:18.380767235Z,true,2026-03-06T09:01:46.402653424Z
01KK1648DCWJ9AC9FVJ0N9E1BB,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:02:17.004274401Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:02:17.004274401Z,"{""0"":0,""1"":0}",2026-03-06T09:02:40.773567403Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:02:17.004274401Z,1772787760515,2026-03-06T09:02:40.774381492Z,01KK1640VW63B5R36VJSNE32VW,2026-03-06T09:02:17.004274401Z,1,2026-03-06T09:02:40.76596236Z,01KK1648C6JE8EQ05VE7Z6FYGZ,2026-03-06T09:02:17.004274401Z,true,2026-03-06T09:02:40.7770183Z
01KK16R6D3K3VWEJSKG5R642SX,,,01KK14SQV0P481Z3K7NG2WAD1J,2026-03-06T09:13:10.307507863Z,01KK14SQVR4MGX2VVSH2ZAT939,2026-03-06T09:13:10.307507863Z,{},2026-03-06T09:13:18.088749757Z,01KK14YQA50QAFCAK6W01QR3B7,2026-03-06T09:13:10.307507863Z,1772788397494,2026-03-06T09:13:18.083131365Z,01KK16R62P4R88EBKAHN7TDWM1,2026-03-06T09:13:10.307507863Z,0,2026-03-06T09:13:18.07880387Z,01KK16R63DR5V8JQTZQ4X9NVAM,2026-03-06T09:13:10.307507863Z,true,2026-03-06T09:13:18.087444268Z
01KK172AER6WBKQD54JFXFHPCB,,,01KK14SRVPK023675GC61HZ1SF,2026-03-06T09:18:42.136463441Z,01KK14SRWHSKEAMQEN2G8SHW8V,2026-03-06T09:18:42.136463441Z,,,01KK156FDQVJQ278PX88B67FJS,2026-03-06T09:18:42.136463441Z,,,01KK1711HK0WFD3V2B4P2DYY8K,2026-03-06T09:18:42.136463441Z,,,01KK172ACGSYA95KTF3SGBDR64,2026-03-06T09:18:42.136463441Z,true,2026-03-06T09:19:01.369029291Z
01KK189Q68YWP1XV7JZYGZXK8X,true,2026-03-06T09:40:13.156138892Z,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:40:13.128967289Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:40:13.128967289Z,,,01KK15V3W97WBJW05NQ6ZQT7MZ,2026-03-06T09:40:13.128967289Z,1772790013236,2026-03-06T09:40:13.239142754Z,01KK189H5CAY574PYHYMV8VTNE,2026-03-06T09:40:13.128967289Z,0,2026-03-06T09:40:13.156138892Z,01KK189Q4AGXFAD079D14JXZST,2026-03-06T09:40:13.128967289Z,true,2026-03-06T09:40:13.156138892Z
01KK184RTHJ202YKSXBZS96MK0,,,01KK14SSXNQ645HH7AJXYEQV6N,2026-03-06T09:37:30.961964911Z,01KK14SSY8E64SK69715NN1TMW,2026-03-06T09:37:30.961964911Z,{},2026-03-06T09:37:37.283409073Z,01KK1597T2BEG3G8VK34AEJWBX,2026-03-06T09:37:30.961964911Z,1772789856892,2026-03-06T09:37:37.272851559Z,01KK184RC2B6QPW9KS7ZSVSHN3,2026-03-06T09:37:30.961964911Z,2,2026-03-06T09:37:37.28719143Z,01KK184RDFRS5PYD8F8Q5C49R6,2026-03-06T09:37:30.961964911Z,true,2026-03-06T09:37:37.277113335Z
01KK168287K88HMM8KARBMM8ZR,,,01KK14SP07FQHYH09Q2SY1KYNF,2026-03-06T09:04:21.767354734Z,01KK14SP2D05SY2J5VP6VS1BFA,2026-03-06T09:04:21.767354734Z,{},2026-03-06T09:04:33.992724692Z,01KK152B7R4ZD53WXFFZ6BYJE1,2026-03-06T09:04:21.767354734Z,1772787873746,2026-03-06T09:04:33.991844852Z,01KK168211M3NJRPZVMH1E74TY,2026-03-06T09:04:21.767354734Z,1,2026-03-06T09:04:33.989160161Z,01KK16821TPXZF9V2XBVN83783,2026-03-06T09:04:21.767354734Z,true,2026-03-06T09:04:33.995148585Z
